,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,[],"['Cloud White / Cloud White / Core Black', 'Cloud White / Core Black / Cloud White', 'Core Black / Cloud White / Cloud White']",[],['Product code: HQ6039'],['Reviews (29)'],['4.7'],['56.0345'],['87.069'],['91.3793']
11,[],"['Wonder Quartz / Cloud White / Wonder Clay', 'Clay Strata / Preloved Brown / Magic Beige', 'Cloud White / Cloud White / Crystal White', 'Earth Strata S23 / Wonder Taupe S23 / Supplier Colour', 'Core Black / Cloud White / Clear Sky', 'Core Black / Cloud White / Grey Five', 'Silver Green / Silver Pebble / Acid Orange', 'Wonder White F21 / Magic Beige F22 / Preloved Brown F23', 'Core Black / Grey Three / Cloud White', 'Off White / Wonder Beige F23 / Acid Orange S21']",[],['Product code: IE0251'],['Reviews (270)'],['4.6'],['55.1852'],['83.6111'],['89.9074']
12,[],"['Collegiate Green / Cloud White / Bold Gold', 'Cloud White / Cloud White / Gold Metallic', 'Crew Blue S21 / Preloved Red S23 / Dark Blue', 'Core Black / Core Black / Gold Metallic', 'Collegiate Burgundy / Cloud White / Collegiate Navy', 'Cloud White / Better Scarlet S23 / Cloud White', 'Cloud White / Blue / Cloud White', 'Cloud White / Green / Cloud White', 'Grey Four / Grey Four / Core Black', 'Cloud White / Core Black / Gold Metallic', 'Shadow Olive / Shadow Olive / Core Black', 'Core Black / Cloud White / Gold Metallic']",[],['Product code: IE5195'],['Reviews (155)'],['4.8'],['53.871'],['81.6129'],['92.4194']
13,[],"['Grey Three / Grey Three / Grey Two', 'Core Black / Grey Three / Carbon', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Solar Gold', 'Shadow Navy / Shadow Navy / Acid Orange', 'Cloud White / Zero Metalic / Crystal White', 'Grey One / Cloud White / Solar Red', 'Silver Violet S23 / Silver Violet S23 / Silver Dawn S23', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Carbon', 'Grey One / Silver Metallic / Core White', 'Core Black / Core Black / Coral Fusion', 'Orange / Orange / Core Black', 'Aluminium / Off White / Wonder Beige', 'Cloud White / Cloud White / Lucid Pink', 'Shadow Navy / Shadow Navy / Silver Metallic', 'Core Black / Core Black / Grey Six', 'Olive Strata / Core Black / Silver Pebble']",[],['Product code: ID9424'],['Reviews (193)'],['4.4'],['56.3472'],['76.2953'],['81.9948']
14,[],"['Off White / Off White / Off White', 'Noble Purple / Black / Off White', 'Off White / Team Rave Green / Wonder Silver', 'Off White / Unity Ink / Lush Red']",[],['Product code: ID5499'],['Reviews (28)'],['4.2'],['58.9286'],['79.4643'],['89.2857']
15,[],"['Bright Royal / Cloud White / Solar Red', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23']",[],['Product code: GY7425'],['Reviews (139)'],['4.7'],['50.1799'],['76.259'],['82.9137']
16,[],"['Grey Three / Grey Three / Grey Two', 'Core Black / Grey Three / Carbon', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Solar Gold', 'Shadow Navy / Shadow Navy / Acid Orange', 'Cloud White / Zero Metalic / Crystal White', 'Grey One / Cloud White / Solar Red', 'Silver Violet S23 / Silver Violet S23 / Silver Dawn S23', 'Core Black / Core Black / Solar Red', 'Core Black / Core Black / Carbon', 'Grey One / Silver Metallic / Core White', 'Core Black / Core Black / Coral Fusion', 'Orange / Orange / Core Black', 'Aluminium / Off White / Wonder Beige', 'Cloud White / Cloud White / Lucid Pink', 'Shadow Navy / Shadow Navy / Silver Metallic', 'Core Black / Core Black / Grey Six', 'Olive Strata / Core Black / Silver Pebble']",[],['Product code: ID9422'],['Reviews (193)'],['4.4'],['56.3472'],['76.2953'],['81.9948']
17,[],[],['Grey Five / Dash Grey / Mint Ton'],['Product code: HQ0936'],['Reviews (64)'],['4.3'],['69.1406'],['77.7344'],['87.8906']
18,[],[],['Lucid Blue S23 / Cloud White / Solar Red'],['Product code: IE4893'],['Reviews (22)'],['4.7'],['52.2727'],['93.1818'],['93.1818']
19,[],"['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Cloud White / Night Sky / Green', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",[],['Product code: GX4361'],['Reviews (11281)'],['4.7'],['55.7298'],['80.1674'],['86.5501']
20,[],"['Cloud White / Silver Metallic / Bright Cyan', 'Cloud White / Silver Metallic / Cloud White', 'Solar Gold / Cloud White / Lucid Lemon F23', 'Bright Royal / Cloud White / Royal Blue']",[],['Product code: IE2430'],['Reviews (91)'],['4.3'],['50.2778'],['85.8333'],['81.3187']
21,[],"['Core Black / Zero Metalic / Pulse Lilac', 'Cloud White / Night Metallic / Beam Yellow F22']",[],['Product code: GZ1336'],['Reviews (437)'],['4.7'],['48.1693'],['87.7574'],['92.6201']
22,[],"['Cloud White / Off White / Clear Orange', 'Cloud White / Cloud White / Grey One']",[],['Product code: HQ7152'],['Reviews (39)'],['4.6'],['55.7692'],['80.7692'],['83.3333']
23,"['7.5', '8', '10.5']","['Blue Dawn S23 / Zero Metalic / Silver Dawn S23', 'Core Black / Cloud White / Core Black', 'Cloud White / Core Black / Core Black', 'Core Black / Pulse Magenta F22 / Grey Six', 'Shadow Navy S22 / Pulse Mint S22 / Silver Metallic', 'Grey Six / Crystal White / Beam Pink F22', 'Halo Silver S21 / Silver Metallic / Core Black', 'Wonder Orchid F23 / Cloud White / Core Black', 'Carbon / Cloud White / Core Black', 'Wonder Quartz S23 / Silver Metallic / Core Black']",[],['Product code: HP7557'],['Reviews (771)'],['4.5'],['53.3074'],['84.1115'],['87.0623']
24,"['6', '6.5', '7', '7.5', '8', '9']","['Silver Dawn / Silver Dawn / Lucid Blue', 'Core Black / Cloud White / Bright Royal', 'Non Dyed / Core Black / Wonder Quartz', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Yellow / Cloud White', 'Blue Dawn / Coral Fusion / Blue Fusion', 'White Tint / Court Green S23 / Blue Dawn S23', 'Cloud White / Solar Red / Beam Pink F22', 'Acid Orange S21 / Dash Grey / Bliss Orange', 'Core Black / White Tint / Beam Pink', 'Core Black / Core Black / Magic Beige F22', 'Flash Aqua / Cloud White / Bright Red', 'Grey Four / Crystal White / Wonder Clay F23', 'Wonder Quartz S23 / Gold Metallic / Chalk White', 'Core Black / Lucid Pink F23 / Blue Dawn S23', 'Cloud White / Wonder Blue F23 / Lucid Lemon F23', 'Royal Blue / Silver Dawn S23 / Lucid Lemon F23', 'Grey Two / Cloud White / Grey One', 'Non Dyed / Lucid Pink F23 / Lucid Lemon F23', 'Violet Fusion S23 / Violet Fusion S23 / Flash Aqua F23', 'Chalk White / Cloud White / Dash Grey', 'Wonder Quartz S23 / Cloud White / Wonder Taupe S23']",[],['Product code: HQ6350'],['Reviews (551)'],['4.6'],['49.4545'],['85.6364'],['89.8367']
25,[],"['Core White / Clear Grey / Green', 'Wonder White / Core White / Court Green', 'Core Black / Grey One / Grey Five', 'Matte Silver / Silver Metallic / Grey Two', 'Grey One / Grey Two / Grey Three']",[],['Product code: ID5409'],['Reviews (45)'],['4.9'],['53.3333'],['88.3333'],['91.6667']
26,[],"['Cloud White / Cloud White / Shock Pink', 'Cloud White / Dark Blue / Crew Yellow', 'Bold Blue / Cloud White / Core Black']",[],['Product code: G57984'],['Reviews (515)'],['4.7'],['52.6751'],['82.8307'],['91.5049']
27,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '10']","['Cloud White / Core Black / Grey Six', 'Cloud White / Core Black / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Copper Metallic / Core Black', 'Cloud White / Off White / Crystal White', 'Magic Beige F22 / Magic Beige F22 / Cloud White', 'Cloud White / Magic Lime S22 / Cloud White', 'Cloud White / Wonder White F21 / Off White', 'Cloud White / Semi Lucid Blue S23 / Gold Metallic', 'Sand Strata / Wonder Taupe / Core Black', 'Cloud White / Wonder White F21 / Better Scarlet S23', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Core Black / Glow Blue / Off White', 'Core Black / Energy Ink / Silver Metallic', 'Cloud White / Orange / Royal Blue', 'Cloud White / Clear Pink / Semi Court Green', 'Off White / Core Black / Off White', 'Core Black / Off White / Magic Beige', 'Maroon / Wonder White / Maroon', 'Earth Strata / Wonder White / Earth Strata', 'Cloud White / Bright Red / Wonder Clay F23']",[],['Product code: HQ1937'],['Reviews (11281)'],['4.7'],['55.7298'],['80.1674'],['86.5501']
28,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']","['Cloud White / Cloud White / Linen Green', 'Cloud White / Cloud White / Wonder Blue', 'Core Black / Core Black / Pink Fusion', 'Bliss Lilac / Bliss Lilac / Violet Fusion', 'Pink Fusion / Pink Fusion / Royal Blue', 'Shadow Red / Shadow Red / Wonder Clay']",[],['Product code: IG0647'],['Reviews (41)'],['4.2'],['68.2927'],['81.7073'],['83.5366']
29,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']","['Off White / Supplier Colour / Shadow Red', 'Core Black / Core Black / Carbon', 'Cloud White / Cloud White / Crystal White', 'Pink Fusion / Lucid Pink / Cloud White', 'Grey Two / Lucid Lemon / Cloud White', 'Wonder Beige / Core Black / Off White', 'Orchid Fusion / Core Black / Silver Metallic', 'Shadow Violet F23 / Core Black / Off White']",[],['Product code: H04269'],['Reviews (723)'],['4.7'],['55.3051'],['87.9681'],['89.1079']
30,"['M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13']","['Core Black / Cloud White / Team Colleg Gold 2', 'Team Dark Green / Cloud White / Collegiate Orange', 'Team Power Red 2 / Cloud White / Core Black', 'Core White / Silver Green S23 / Off White', 'Core White / Chalky Brown S22 / Off White', 'Shadow Navy / Court Green / Dash Grey', 'Cloud White / Cloud White / Cloud White', 'Collegiate Purple / Preloved Yellow F23 / Aluminium', 'Crew Blue S21 / Grey Six / Off White', 'Wonder Silver / Core Black / Off White', 'Wonder Beige / Clay / Off White', 'Grey / Off White / Wonder Beige F23', 'Cloud White / Off White / Acid Orange', 'Cloud White / Semi Lucid Blue / Clear Sky', 'Team Maroon 2 / Cloud White / Stone', 'Regal Purple / Cloud White / Team Sand']",[],['Product code: IE7703'],['Reviews (161)'],['4.5'],['49.5342'],['79.0373'],['87.8882']
31,"['M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5', 'M 13 / W 14', 'M 14 / W 15', 'M 15 / W 16']","['Wonder Beige / Wonder Beige / Semi Impact Orange', 'Wonder Silver / Wonder Silver / Lucid Lemon']",[],['Product code: HQ8915'],['Reviews (12)'],['4.9'],['54.1667'],['93.75'],['93.75']
32,"['M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 13 / W 14']","['Grey Three / Core Black / Grey Five', 'Cloud White / Grey One / Beam Orange', 'Aluminium / Olive Strata / Magic Beige', 'Grey One / Cloud White / Trace Grey', 'Sand Strata / Earth Strata / Shadow Red', 'Earth Strata / Core Black / Collegiate Green', 'Crystal White / Grey One / Grey Four', 'Core Black / Carbon / Grey Three', 'Magic Beige / Off White / Gum', 'Grey Five / Grey One / Beam Orange F22', 'Core Black / Silver Metallic / Trace Grey', 'Aluminium / Magic Beige F22 / Simple Brown', 'Almost Yellow F22 / Clear Blue / Shadow Olive S22']",[],['Product code: HQ4313'],['Reviews (8)'],['4.5'],['56.25'],['93.75'],['96.875']
33,"['M 7 / W 8', 'M 7.5 / W 8.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 13.5 / W 14.5']","['Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Team Solar Orange / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon', 'Bright Royal / Cloud White / Bliss Blue']",[],['Product code: GZ0038'],['Reviews (134)'],['4.7'],['50.3731'],['80.597'],['85.6343']
34,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']","['Halo Blue / Blue Dawn / Solar Red', 'Carbon / Off White / Screaming Orange', 'Wonder Quartz / Bright Royal / Wonder Clay', 'Silver Dawn / Shadow Navy / Coral Fusion', 'Shadow Violet F23 / Silver Violet S23 / Carbon', 'Core Black / Core Black / Grey Six', 'Dash Grey / Cloud White / Silver Metallic', 'Cloud White / Grey Four / Better Scarlet S23', 'Grey Five / Grey Five / Bliss Lilac', 'Off White / Cloud White / Linen Green', 'Core White / Wonder Quartz / Bliss Orange']",[],['Product code: ID9587'],['Reviews (157)'],['4.4'],['62.7389'],['86.9427'],['88.8535']
35,"['7.5', '8.5', '9', '9.5', '10', '10.5', '11.5']","['Grey Six / Silver Metallic / Better Scarlet', 'Solar Orange / Taupe Met. S23 / Ecru Tint', 'Crystal White / Impact Orange F22 / Semi Pulse Lilac F22']",[],['Product code: HR2034'],['Reviews (127)'],['3.7'],['49.6063'],['63.189'],['71.4567']
36,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']","['Cloud White / Crew Yellow S21 / Off White', 'Cloud White / Green / Off White', 'Clear Sky / Grey One / Cloud White', 'Wonder Quartz / Halo Blush / Cloud White']",[],['Product code: IE7351'],['Reviews (30)'],['4.3'],['49.1667'],['69.1667'],['85.8333']
37,"['6', '7', '8', '9.5', '10', '11']","['Wonder Red F22 / Bliss Orange / Shadow Maroon F22', 'Legacy Purple / Legacy Purple / Magic Mauve S22', 'Core Black / Core Black / Core Black', 'Wonder Mauve / Wonder Mauve / Magic Mauve S22', 'Grey Two / Grey Two / Grey Two', 'Ecru Tint / Pulse Amber S22 / Flash Orange', 'Cloud White / Cloud White / Wonder Red F22', 'Metal Grey / Linen Green F22 / Off White', 'Cloud White / Cloud White / Bliss Pink F22']",[],['Product code: GX5594'],['Reviews (1586)'],['4.7'],['50.5549'],['89.0932'],['91.9294']
38,[],"['Cloud White / Better Scarlet / Gold Metallic', 'Cloud White / Cloud White / Gold Metallic', 'Cloud White / Cloud White / Ambient Blush', 'Cloud White / Wonder Mauve / Pink Tint', 'Off White / Rose Tone / Off White', 'Cloud White / Victory Crimson / Clear Pink', 'Cloud White / Clear Pink / Victory Crimson', 'Cloud White / Off White / Shock Purple', 'Cloud White / Supplier Colour / Victory Blue', 'Core White / Linen Green F22 / Silver Metallic', 'Off White / Wonder Beige / Silver Metallic', 'Core Black / Off White / Wonder White', 'Cloud White / Off White / Wonder White F21', 'Cloud White / Collegiate Navy / Cloud White', 'Cloud White / Core Black / Cloud White', 'Cloud White / Green / Cloud White']",[],['Product code: IE4633'],[],[],[],[],[]
39,"['6.5', '7', '7.5', '8', '8.5', '10.5']","['Grey One / Cloud White / Pulse Mint S22', 'Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']",[],['Product code: HQ6962'],['Reviews (226)'],['4.6'],['58.8496'],['91.2611'],['89.4912']
40,"['6.5', '7', '7.5', '8', '8.5', '10.5']","['Grey One / Cloud White / Pulse Mint S22', 'Bliss Orange / Bliss Orange / Bliss Orange', 'Shadow Navy S22 / Shadow Navy S22 / Grey Three', 'Grey Three / Royal Blue / Off White', 'Aluminium / Wonder Taupe S23 / Silver Violet S23', 'Wonder Quartz / Core White / Halo Blush', 'Cloud White / Linen Green F22 / Off White', 'Wonder White / Aluminium / Wonder Beige', 'Chalk White / Grey Two / Grey One', 'Carbon / Grey Two / Grey Six', 'Aluminium / Wonder Clay / Wonder Quartz', 'Off White / Sand Strata / Gum']",[],['Product code: HQ6962'],['Reviews (226)'],['4.6'],['58.8496'],['91.2611'],['89.4912']
41,"['M 6 / W 7', 'M 10 / W 11', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13']",[],['Royal Blue / Cloud White / Team Collegiate Red'],['Product code: FZ5306'],['Reviews (423)'],['4.7'],['49.8223'],['80.5095'],['84.87']
42,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11']","['Core Black / Grey Six / Grey Three', 'Wonder Red F22 / Core Black / Pulse Lilac F22', 'Wonder Steel F22 / Core Black / Linen Green F22', 'Core Black / Grey Six / Cloud White', 'Wonder Taupe / Taupe Met. / Impact Orange', 'Silver Dawn S23 / Blue Dawn S23 / Solar Gold', 'Core Black / Grey Six / Grey Three', 'Wonder Silver / Wonder Silver / Lucid Lemon']",[],['Product code: HP7493'],['Reviews (14)'],['4.4'],['60.7143'],['80.3571'],['82.1429']
43,"['M 4.5 / W 5.5', 'M 8 / W 9', 'M 8.5 / W 9.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5']","['Core White / Clear Grey / Green', 'Wonder White / Core White / Court Green', 'Core Black / Grey One / Grey Five', 'Matte Silver / Silver Metallic / Grey Two', 'Grey One / Grey Two / Grey Three']",[],['Product code: GZ9582'],['Reviews (45)'],['4.9'],['53.3333'],['88.3333'],['91.6667']
44,"['M 6.5 / W 7.5', 'M 9 / W 10', 'M 9.5 / W 10.5', 'M 10 / W 11', 'M 10.5 / W 11.5', 'M 11 / W 12', 'M 11.5 / W 12.5', 'M 12 / W 13', 'M 12.5 / W 13.5']","['Core White / Clear Grey / Green', 'Wonder White / Core White / Court Green', 'Core Black / Grey One / Grey Five', 'Matte Silver / Silver Metallic / Grey Two', 'Grey One / Grey Two / Grey Three']",[],['Product code: IE1890'],['Reviews (45)'],['4.9'],['53.3333'],['88.3333'],['91.6667']
